"tra_num_decil","rub_id_rubro","tra_mto_tramo_min","tra_mto_tramo_max"
1,912,10.000,13.000
2,912,13.000,17.000
3,912,17.000,24.000
4,912,24.000,37.000
5,912,37.000,52.000
6,912,52.000,67.000
7,912,67.000,92.000
8,912,92.000,163.000
9,912,163.000,2.600.000
0,914,0,2.000
1,914,2.000,5.000
2,914,5.000,7.000
3,914,7.000,10.000
4,914,10.000,15.000
5,914,15.000,30.000
6,914,30.000,45.000
7,914,45.000,75.000
8,914,75.000,100.000
9,914,100.000,200.000
0,916,0,13.000
1,916,13.000,17.000
2,916,17.000,20.000
3,916,20.000,24.000
4,916,24.000,27.000
5,916,27.000,34.000
6,916,34.000,44.000
7,916,44.000,62.000
8,916,62.000,120.000
9,916,120.000,1.894.000
0,918,0,5.000
1,918,5.000,6.000
2,918,6.000,8.000
3,918,8.000,9.000
4,918,9.000,11.000
5,918,11.000,13.000
6,918,13.000,16.000
7,918,16.000,20.000
8,918,20.000,28.000
9,918,28.000,2.650.000
0,920,2.000,9.000
1,920,9.000,13.000
2,920,13.000,16.000
3,920,16.000,18.000
4,920,18.000,21.000
5,920,21.000,23.000
6,920,23.000,27.000
7,920,27.000,33.000
8,920,33.000,39.000
9,920,39.000,118.000
0,922,3.000,8.000
1,922,8.000,10.000
2,922,10.000,13.000
3,922,13.000,15.000
4,922,15.000,17.000
5,922,17.000,20.000
6,922,20.000,25.000
7,922,25.000,36.000
8,922,36.000,70.000
9,922,70.000,691.000
0,923,0,8.000
1,923,8.000,11.000
2,923,11.000,14.000
3,923,14.000,18.000
4,923,18.000,24.000
5,923,24.000,36.000
6,923,36.000,58.000
7,923,58.000,92.000
8,923,92.000,166.000
9,923,166.000,2.753.000
0,924,0,7.000
1,924,7.000,9.000
2,924,9.000,10.000
3,924,10.000,12.000
4,924,12.000,13.000
5,924,13.000,15.000
6,924,15.000,17.000
7,924,17.000,22.000
8,924,22.000,30.000
9,924,30.000,890.000
0,926,1.000,7.000
1,926,7.000,8.000
2,926,8.000,9.000
3,926,9.000,10.000
4,926,10.000,12.000
5,926,12.000,15.000
6,926,15.000,19.000
7,926,19.000,29.000
8,926,29.000,57.000
9,926,57.000,751.000
0,930,1.000,11.000
1,930,11.000,15.000
2,930,15.000,19.000
3,930,19.000,25.000
4,930,25.000,32.000
5,930,32.000,43.000
6,930,43.000,61.000
7,930,61.000,97.000
8,930,97.000,172.000
9,930,172.000,2.280.000
0,932,4.000,11.000
1,932,11.000,18.000
2,932,18.000,21.000
3,932,21.000,25.000
4,932,25.000,31.000
5,932,31.000,36.000
6,932,36.000,41.000
7,932,41.000,55.000
8,932,55.000,73.000
9,932,73.000,326.000
0,934,4.000,17.000
1,934,17.000,22.000
2,934,22.000,30.000
3,934,30.000,37.000
4,934,37.000,47.000
5,934,47.000,58.000
6,934,58.000,79.000
7,934,79.000,128.000
8,934,128.000,237.000
9,934,237.000,800.000
0,936,0,11.000
1,936,11.000,16.000
2,936,16.000,20.000
3,936,20.000,23.000
4,936,23.000,29.000
5,936,29.000,36.000
6,936,36.000,47.000
7,936,47.000,67.000
8,936,67.000,120.000
9,936,120.000,3.592.000
0,938,0,8.000
1,938,8.000,11.000
2,938,11.000,13.000
3,938,13.000,16.000
4,938,16.000,19.000
5,938,19.000,22.000
6,938,22.000,27.000
7,938,27.000,37.000
8,938,37.000,56.000
9,938,56.000,2.479.000
0,940,0,5.000
1,940,5.000,7.000
2,940,7.000,9.000
3,940,9.000,10.000
4,940,10.000,13.000
5,940,13.000,17.000
6,940,17.000,24.000
7,940,24.000,30.000
8,940,30.000,64.000
9,940,64.000,399.000
0,941,0,1.000
1,941,1.000,2.000
2,941,2.000,3.000
3,941,3.000,4.000
4,941,4.000,4.000
5,941,4.000,7.000
6,941,7.000,9.000
7,941,9.000,11.000
8,941,11.000,12.000
9,941,12.000,20.000
0,942,1.000,7.000
1,942,7.000,9.000
2,942,9.000,10.000
3,942,10.000,12.000
4,942,12.000,14.000
5,942,14.000,17.000
6,942,17.000,20.000
7,942,20.000,24.000
8,942,24.000,35.000
9,942,35.000,514.000
0,943,2.000,5.000
1,943,5.000,8.000
2,943,8.000,9.000
3,943,9.000,11.000
4,943,11.000,12.000
5,943,12.000,13.000
6,943,13.000,14.000
7,943,14.000,17.000
8,943,17.000,21.000
9,943,21.000,1.372.000
0,944,3.000,15.000
1,944,15.000,20.000
2,944,20.000,22.000
3,944,22.000,24.000
4,944,24.000,25.000
5,944,25.000,26.000
6,944,26.000,28.000
7,944,28.000,29.000
8,944,29.000,35.000
9,944,35.000,578.000
0,946,0,23.000
1,946,23.000,35.000
2,946,35.000,48.000
3,946,48.000,60.000
4,946,60.000,75.000
5,946,75.000,94.000
6,946,94.000,127.000
7,946,127.000,186.000
8,946,186.000,289.000
9,946,289.000,3.634.000
0,948,1.000,7.000
1,948,7.000,11.000
2,948,11.000,12.000
3,948,12.000,23.000
4,948,23.000,52.000
5,948,52.000,81.000
6,948,81.000,109.000
7,948,109.000,168.000
8,948,168.000,222.000
9,948,222.000,750.000
0,950,9.000,25.000
1,950,25.000,36.000
2,950,36.000,103.000
3,950,103.000,175.000
4,950,175.000,194.000
5,950,194.000,245.000
6,950,245.000,453.000
7,950,453.000,730.000
8,950,730.000,1.255.000
9,950,1.255.000,2.410.000
0,952,0,8.000
1,952,8.000,9.000
2,952,9.000,10.000
3,952,10.000,11.000
4,952,11.000,14.000
5,952,14.000,18.000
6,952,18.000,30.000
7,952,30.000,39.000
8,952,39.000,60.000
9,952,60.000,993.000
0,954,1.000,7.000
1,954,7.000,12.000
2,954,12.000,14.000
3,954,14.000,20.000
4,954,20.000,23.000
5,954,23.000,25.000
6,954,25.000,29.000
7,954,29.000,38.000
8,954,38.000,55.000
9,954,55.000,180.000
0,960,20.000,20.000
3,960,20.000,38.000
6,960,38.000,140.000
0,961,10.000,25.000
1,961,25.000,45.000
2,961,45.000,67.000
3,961,67.000,91.000
4,961,91.000,129.000
5,961,129.000,183.000
6,961,183.000,216.000
7,961,216.000,405.000
8,961,405.000,1.357.000
9,961,1.357.000,3.090.000
0,965,4.000,5.000
1,965,5.000,6.000
2,965,6.000,7.000
3,965,7.000,8.000
4,965,8.000,9.000
5,965,9.000,9.000
6,965,9.000,11.000
7,965,11.000,15.000
8,965,15.000,30.000
9,965,30.000,87.000
0,966,0,3.000
1,966,3.000,5.000
2,966,5.000,7.000
3,966,7.000,10.000
4,966,10.000,13.000
5,966,13.000,17.000
6,966,17.000,21.000
7,966,21.000,31.000
8,966,31.000,71.000
9,966,71.000,589.000
0,970,1.000,8.000
1,970,8.000,13.000
2,970,13.000,19.000
3,970,19.000,27.000
4,970,27.000,38.000
5,970,38.000,52.000
6,970,52.000,68.000
7,970,68.000,94.000
8,970,94.000,160.000
9,970,160.000,4.529.000
0,980,12.000,12.000
0,981,12.000,158.000
2,981,158.000,163.000
5,981,163.000,223.000
7,981,223.000,252.000
0,985,151.000,165.000
1,985,165.000,170.000
2,985,170.000,210.000
3,985,210.000,269.000
4,985,269.000,317.000
5,985,317.000,344.000
6,985,344.000,442.000
7,985,442.000,506.000
8,985,506.000,561.000
9,985,561.000,881.000
0,986,666.000,666.000
0,989,0,35.000
1,989,35.000,45.000
2,989,45.000,50.000
3,989,50.000,56.000
4,989,56.000,62.000
5,989,62.000,69.000
6,989,69.000,79.000
7,989,79.000,90.000
8,989,90.000,143.000
9,989,143.000,580.000
0,998,6.000,34.000
1,998,34.000,42.000
2,998,42.000,53.000
3,998,53.000,60.000
4,998,60.000,72.000
5,998,72.000,96.000
6,998,96.000,106.000
7,998,106.000,245.000
8,998,245.000,681.000
9,998,681.000,1.498.000
0,999,7.000,12.000
1,999,12.000,16.000
2,999,16.000,21.000
3,999,21.000,25.000
4,999,25.000,32.000
5,999,32.000,42.000
6,999,42.000,52.000
7,999,52.000,68.000
8,999,68.000,88.000
9,999,88.000,273.000
0,1.520,35.000,35.000
0,1.799,35.000,190.000
0,2.741,5.000,5.000
2,2.741,5.000,7.000
4,2.741,7.000,7.000
6,2.741,7.000,12.000
8,2.741,12.000,42.000
0,4.121,1.000,3.000
1,4.121,3.000,5.000
2,4.121,5.000,7.000
3,4.121,7.000,10.000
4,4.121,10.000,10.000
5,4.121,10.000,13.000
6,4.121,13.000,17.000
7,4.121,17.000,25.000
8,4.121,25.000,32.000
9,4.121,32.000,76.000
0,4.131,4.000,4.000
1,4.131,4.000,10.000
3,4.131,10.000,10.000
5,4.131,10.000,17.000
6,4.131,17.000,23.000
8,4.131,23.000,27.000
0,4.215,4.000,4.000
5,4.215,4.000,4.000
0,4.784,2.000,2.000
0,4.789,7.000,7.000
1,4.789,7.000,8.000
2,4.789,8.000,9.000
4,4.789,9.000,14.000
5,4.789,14.000,18.000
7,4.789,18.000,23.000
8,4.789,23.000,30.000
0,4.812,8.000,8.000
5,4.812,8.000,17.000
0,4.814,17.000,29.000
2,4.814,29.000,30.000
5,4.814,30.000,32.000
7,4.814,32.000,39.000
0,4.816,10.000,10.000
3,4.816,10.000,18.000
6,4.816,18.000,155.000
0,4.899,5.000,5.000
5,4.899,5.000,15.000
0,4.900,0,17.000
1,4.900,17.000,17.000
2,4.900,17.000,18.000
3,4.900,18.000,19.000
4,4.900,19.000,23.000
5,4.900,23.000,25.000
6,4.900,25.000,27.000
7,4.900,27.000,30.000
8,4.900,30.000,45.000
9,4.900,45.000,86.000
0,5.045,4.000,5.000
1,5.045,5.000,8.000
2,5.045,8.000,9.000
3,5.045,9.000,13.000
4,5.045,13.000,14.000
5,5.045,14.000,17.000
6,5.045,17.000,30.000
7,5.045,30.000,30.000
8,5.045,30.000,42.000
9,5.045,42.000,174.000
0,5.085,20.000,20.000
2,5.085,20.000,29.000
5,5.085,29.000,80.000
7,5.085,80.000,178.000
0,5.211,4.000,4.000
1,5.211,4.000,24.000
2,5.211,24.000,24.000
3,5.211,24.000,30.000
4,5.211,30.000,33.000
5,5.211,33.000,33.000
6,5.211,33.000,36.000
7,5.211,36.000,65.000
8,5.211,65.000,117.000
9,5.211,117.000,131.000
0,5.231,26.000,26.000
5,5.231,26.000,53.000
0,5.251,6.000,6.000
1,5.251,6.000,8.000
2,5.251,8.000,10.000
3,5.251,10.000,15.000
4,5.251,15.000,16.000
5,5.251,16.000,18.000
6,5.251,18.000,21.000
7,5.251,21.000,44.000
8,5.251,44.000,88.000
9,5.251,88.000,316.000
0,5.261,8.000,8.000
1,5.261,8.000,11.000
2,5.261,11.000,12.000
4,5.261,12.000,12.000
5,5.261,12.000,17.000
7,5.261,17.000,21.000
8,5.261,21.000,29.000
0,5.311,23.000,23.000
0,5.331,9.000,9.000
3,5.331,9.000,32.000
6,5.331,32.000,47.000
0,5.411,1.000,2.000
1,5.411,2.000,3.000
2,5.411,3.000,3.000
3,5.411,3.000,3.000
4,5.411,3.000,4.000
5,5.411,4.000,4.000
6,5.411,4.000,5.000
7,5.411,5.000,6.000
8,5.411,6.000,11.000
9,5.411,11.000,22.000
0,5.422,4.000,6.000
1,5.422,6.000,6.000
2,5.422,6.000,6.000
3,5.422,6.000,8.000
4,5.422,8.000,9.000
5,5.422,9.000,12.000
6,5.422,12.000,12.000
7,5.422,12.000,14.000
8,5.422,14.000,14.000
9,5.422,14.000,24.000
0,5.441,1.000,1.000
1,5.441,1.000,1.000
3,5.441,1.000,1.000
5,5.441,1.000,3.000
6,5.441,3.000,6.000
8,5.441,6.000,38.000
0,5.462,0,1.000
1,5.462,1.000,2.000
2,5.462,2.000,2.000
3,5.462,2.000,3.000
4,5.462,3.000,3.000
5,5.462,3.000,4.000
6,5.462,4.000,5.000
7,5.462,5.000,6.000
8,5.462,6.000,7.000
9,5.462,7.000,8.000
0,5.499,1.000,3.000
1,5.499,3.000,4.000
2,5.499,4.000,5.000
3,5.499,5.000,6.000
4,5.499,6.000,7.000
5,5.499,7.000,8.000
6,5.499,8.000,9.000
7,5.499,9.000,12.000
8,5.499,12.000,16.000
9,5.499,16.000,87.000
0,5.511,26.000,26.000
5,5.511,26.000,164.000
0,5.533,1.000,12.000
1,5.533,12.000,15.000
2,5.533,15.000,18.000
3,5.533,18.000,20.000
4,5.533,20.000,26.000
5,5.533,26.000,30.000
6,5.533,30.000,36.000
7,5.533,36.000,74.000
8,5.533,74.000,190.000
9,5.533,190.000,457.000
0,5.541,201.000,201.000
0,5.571,48.000,48.000
0,5.621,0,3.000
1,5.621,3.000,9.000
2,5.621,9.000,12.000
3,5.621,12.000,15.000
4,5.621,15.000,15.000
5,5.621,15.000,20.000
6,5.621,20.000,21.000
7,5.621,21.000,23.000
8,5.621,23.000,46.000
9,5.621,46.000,65.000
0,5.631,65.000,65.000
0,5.641,0,0
2,5.641,0,7.000
4,5.641,7.000,14.000
6,5.641,14.000,17.000
8,5.641,17.000,86.000
0,5.651,5.000,8.000
1,5.651,8.000,9.000
2,5.651,9.000,12.000
3,5.651,12.000,14.000
4,5.651,14.000,16.000
5,5.651,16.000,19.000
6,5.651,19.000,25.000
7,5.651,25.000,36.000
8,5.651,36.000,59.000
9,5.651,59.000,192.000
0,5.655,35.000,35.000
0,5.661,0,0
1,5.661,0,10.000
2,5.661,10.000,12.000
3,5.661,12.000,21.000
4,5.661,21.000,22.000
5,5.661,22.000,24.000
6,5.661,24.000,26.000
7,5.661,26.000,30.000
8,5.661,30.000,32.000
9,5.661,32.000,44.000
0,5.697,11.000,11.000
3,5.697,11.000,16.000
6,5.697,16.000,20.000
0,5.698,8.000,8.000
0,5.712,2.000,2.000
1,5.712,2.000,25.000
2,5.712,25.000,35.000
3,5.712,35.000,54.000
5,5.712,54.000,72.000
6,5.712,72.000,85.000
7,5.712,85.000,100.000
8,5.712,100.000,282.000
0,5.714,9.000,9.000
3,5.714,9.000,48.000
6,5.714,48.000,66.000
0,5.719,3.000,3.000
3,5.719,3.000,10.000
6,5.719,10.000,24.000
0,5.732,7.000,7.000
1,5.732,7.000,9.000
2,5.732,9.000,11.000
3,5.732,11.000,15.000
4,5.732,15.000,19.000
5,5.732,19.000,21.000
6,5.732,21.000,22.000
7,5.732,22.000,40.000
8,5.732,40.000,111.000
9,5.732,111.000,241.000
0,5.733,38.000,38.000
0,5.735,24.000,24.000
5,5.735,24.000,38.000
0,5.812,1.000,2.000
1,5.812,2.000,3.000
2,5.812,3.000,5.000
3,5.812,5.000,6.000
4,5.812,6.000,7.000
5,5.812,7.000,9.000
6,5.812,9.000,11.000
7,5.812,11.000,17.000
8,5.812,17.000,24.000
9,5.812,24.000,74.000
0,5.813,1.000,1.000
1,5.813,1.000,6.000
2,5.813,6.000,9.000
4,5.813,9.000,13.000
5,5.813,13.000,14.000
7,5.813,14.000,35.000
8,5.813,35.000,37.000
0,5.814,0,3.000
1,5.814,3.000,5.000
2,5.814,5.000,6.000
3,5.814,6.000,7.000
4,5.814,7.000,8.000
5,5.814,8.000,10.000
6,5.814,10.000,11.000
7,5.814,11.000,13.000
8,5.814,13.000,15.000
9,5.814,15.000,2.828.000
0,5.912,7.000,7.000
3,5.912,7.000,16.000
6,5.912,16.000,23.000
0,5.921,0,1.000
1,5.921,1.000,2.000
2,5.921,2.000,5.000
3,5.921,5.000,8.000
4,5.921,8.000,12.000
5,5.921,12.000,15.000
6,5.921,15.000,20.000
7,5.921,20.000,30.000
8,5.921,30.000,40.000
9,5.921,40.000,100.000
0,5.940,2.000,2.000
2,5.940,2.000,11.000
5,5.940,11.000,14.000
7,5.940,14.000,34.000
0,5.941,1.000,1.000
2,5.941,1.000,2.000
4,5.941,2.000,10.000
6,5.941,10.000,15.000
8,5.941,15.000,50.000
0,5.942,1.000,4.000
1,5.942,4.000,6.000
2,5.942,6.000,6.000
3,5.942,6.000,6.000
4,5.942,6.000,9.000
5,5.942,9.000,9.000
6,5.942,9.000,11.000
7,5.942,11.000,12.000
8,5.942,12.000,14.000
9,5.942,14.000,23.000
0,5.944,12.000,12.000
2,5.944,12.000,26.000
5,5.944,26.000,44.000
7,5.944,44.000,55.000
0,5.945,1.000,1.000
2,5.945,1.000,11.000
5,5.945,11.000,12.000
7,5.945,12.000,21.000
0,5.946,5.000,5.000
3,5.946,5.000,6.000
6,5.946,6.000,10.000
1,5.947,9.000,0
2,5.947,0,9.000
3,5.947,9.000,18.000
4,5.947,18.000,27.000
5,5.947,27.000,36.000
6,5.947,36.000,45.000
7,5.947,45.000,52.000
8,5.947,52.000,66.000
9,5.947,66.000,80.000
0,5.948,14.000,14.000
3,5.948,14.000,34.000
6,5.948,34.000,43.000
0,5.949,3.000,4.000
1,5.949,4.000,4.000
2,5.949,4.000,5.000
3,5.949,5.000,5.000
4,5.949,5.000,8.000
5,5.949,8.000,10.000
6,5.949,10.000,14.000
7,5.949,14.000,15.000
8,5.949,15.000,19.000
9,5.949,19.000,26.000
0,5.970,26.000,6.000
1,5.970,6.000,6.000
2,5.970,6.000,8.000
3,5.970,8.000,9.000
4,5.970,9.000,13.000
5,5.970,13.000,16.000
6,5.970,16.000,21.000
7,5.970,21.000,34.000
8,5.970,34.000,52.000
9,5.970,52.000,170.000
0,5.977,11.000,11.000
3,5.977,11.000,41.000
6,5.977,41.000,42.000
0,5.992,3.000,3.000
1,5.992,3.000,3.000
3,5.992,3.000,6.000
5,5.992,6.000,7.000
6,5.992,7.000,8.000
8,5.992,8.000,9.000
0,5.994,2.000,2.000
0,5.995,5.000,5.000
1,5.995,5.000,10.000
2,5.995,10.000,20.000
3,5.995,20.000,30.000
4,5.995,30.000,40.000
5,5.995,40.000,50.000
6,5.995,50.000,75.000
7,5.995,75.000,100.000
8,5.995,100.000,150.000
9,5.995,150.000,200.000
0,742,5.000,5.000
1,742,5.000,10.000
2,742,10.000,20.000
3,742,20.000,30.000
4,742,30.000,40.000
5,742,40.000,50.000
6,742,50.000,75.000
7,742,75.000,100.000
8,742,100.000,150.000
9,742,150.000,200.000
0,6.211,55.000,55.000
1,6.211,55.000,56.000
3,6.211,56.000,56.000
5,6.211,56.000,80.000
6,6.211,80.000,91.000
8,6.211,91.000,240.000
0,6.513,31.000,31.000
2,6.513,31.000,77.000
4,6.513,77.000,102.000
6,6.513,102.000,105.000
8,6.513,105.000,106.000
0,7.011,15.000,16.000
1,7.011,16.000,21.000
2,7.011,21.000,30.000
3,7.011,30.000,44.000
4,7.011,44.000,45.000
5,7.011,45.000,46.000
6,7.011,46.000,48.000
7,7.011,48.000,70.000
8,7.011,70.000,70.000
9,7.011,70.000,121.000
0,7.032,15.000,15.000
3,7.032,15.000,18.000
6,7.032,18.000,68.000
0,7.210,4.000,4.000
5,7.210,4.000,8.000
0,7.230,3.000,6.000
1,7.230,6.000,9.000
2,7.230,9.000,12.000
3,7.230,12.000,12.000
4,7.230,12.000,17.000
5,7.230,17.000,19.000
6,7.230,19.000,20.000
7,7.230,20.000,21.000
8,7.230,21.000,24.000
9,7.230,24.000,35.000
0,7.299,9.000,9.000
5,7.299,9.000,15.000
0,7.333,0,0
2,7.333,0,4.000
4,7.333,4.000,7.000
6,7.333,7.000,39.000
8,7.333,39.000,109.000
0,7.338,109.000,18.000
0,7.349,8.000,8.000
2,7.349,8.000,11.000
5,7.349,11.000,36.000
7,7.349,36.000,42.000
0,7.393,35.000,35.000
0,7.394,13.000,13.000
1,7.394,13.000,48.000
2,7.394,48.000,55.000
3,7.394,55.000,69.000
5,7.394,69.000,104.000
6,7.394,104.000,124.000
7,7.394,124.000,125.000
8,7.394,125.000,256.000
0,7.512,4.000,4.000
3,7.512,4.000,36.000
6,7.512,36.000,200.000
0,7.538,4.000,11.000
1,7.538,11.000,21.000
2,7.538,21.000,22.000
3,7.538,22.000,30.000
4,7.538,30.000,31.000
5,7.538,31.000,40.000
6,7.538,40.000,50.000
7,7.538,50.000,59.000
8,7.538,59.000,147.000
9,7.538,147.000,177.000
0,7.622,39.000,39.000
0,7.995,13.000,13.000
5,7.995,13.000,15.000
0,7.997,6.000,6.000
0,7.999,0,5.000
1,7.999,5.000,10.000
2,7.999,10.000,15.000
3,7.999,15.000,20.000
4,7.999,20.000,25.000
5,7.999,25.000,50.000
6,7.999,50.000,75.000
7,7.999,75.000,100.000
8,7.999,100.000,150.000
9,7.999,150.000,300.000
0,8.011,21.000,21.000
5,8.011,21.000,73.000
0,8.021,24.000,32.000
1,8.021,32.000,36.000
2,8.021,36.000,39.000
3,8.021,39.000,52.000
4,8.021,52.000,59.000
5,8.021,59.000,66.000
6,8.021,66.000,88.000
7,8.021,88.000,89.000
8,8.021,89.000,144.000
9,8.021,144.000,395.000
0,8.043,7.000,7.000
1,8.043,7.000,10.000
2,8.043,10.000,25.000
3,8.043,25.000,34.000
4,8.043,34.000,35.000
5,8.043,35.000,39.000
6,8.043,39.000,45.000
7,8.043,45.000,48.000
8,8.043,48.000,49.000
9,8.043,49.000,240.000
0,8.062,5.000,10.000
1,8.062,10.000,20.000
2,8.062,20.000,22.000
3,8.062,22.000,27.000
4,8.062,27.000,36.000
5,8.062,36.000,52.000
6,8.062,52.000,82.000
7,8.062,82.000,95.000
8,8.062,95.000,110.000
9,8.062,110.000,218.000
0,8.071,11.000,11.000
1,8.071,11.000,13.000
3,8.071,13.000,30.000
5,8.071,30.000,40.000
6,8.071,40.000,82.000
8,8.071,82.000,148.000
0,8.099,9.000,9.000
0,8.111,14.000,14.000
5,8.111,14.000,17.000
0,8.211,20.000,20.000
3,8.211,20.000,70.000
6,8.211,70.000,101.000
0,8.220,1.000,1.000
0,8.299,0,5.000
1,8.299,5.000,15.000
2,8.299,15.000,15.000
3,8.299,15.000,30.000
4,8.299,30.000,45.000
